"","PassengerId","Pclass","Sex","Zona","FamilyCat","Price_Per_Person","PriceCat","Age_imp","title","Embarked","AgeCat","Survived"
"975",975,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults",NA
"976",976,"2","male","Desconeguda","sol",10.7083,"mig",30,"Mr","Q","adults",NA
"977",977,"3","male","Desconeguda","petita",7.2271,"baix",26,"Mr","C","adults",NA
"978",978,"3","female","Desconeguda","sol",7.8792,"baix",27,"Miss","Q","adults",NA
"979",979,"3","female","Desconeguda","sol",8.05,"baix",18,"Miss","S","adolescents",NA
"980",980,"3","female","Desconeguda","sol",7.75,"baix",22,"noble","Q","adults",NA
"981",981,"2","male","Desconeguda","petita",7.66666666666667,"baix",2,"Master","S","nens",NA
"982",982,"3","female","Desconeguda","petita",6.95,"baix",22,"Mrs","S","adults",NA
"983",983,"3","male","Desconeguda","sol",7.775,"baix",26,"Mr","S","adults",NA
"984",984,"1","female","B","petita",13,"mig",27,"Mrs","S","adults",NA
"985",985,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults",NA
"986",986,"1","male","Desconeguda","sol",26,"alt",25,"Mr","C","adults",NA
"987",987,"3","male","Desconeguda","sol",7.7958,"baix",25,"Mr","S","adults",NA
"988",988,"1","female","C","petita",39.425,"alt",76,"Mrs","S","ancians",NA
"989",989,"3","male","Desconeguda","sol",7.925,"baix",29,"Mr","S","adults",NA
"990",990,"3","female","Desconeguda","sol",7.8542,"baix",20,"Miss","S","adults",NA
"991",991,"3","male","Desconeguda","sol",8.05,"baix",33,"Mr","S","adults",NA
"992",992,"1","female","C","petita",27.72085,"alt",43,"Mrs","C","adults",NA
"993",993,"2","male","Desconeguda","petita",13,"mig",27,"Mr","S","adults",NA
"994",994,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults",NA
"995",995,"3","male","Desconeguda","sol",7.775,"baix",26,"Mr","S","adults",NA
"996",996,"3","female","Desconeguda","petita",2.8389,"baix",16,"Mrs","C","adolescents",NA
"997",997,"3","male","Desconeguda","sol",22.525,"alt",28,"Mr","S","adults",NA
"998",998,"3","male","Desconeguda","sol",7.8208,"baix",21,"Mr","Q","adults",NA
"999",999,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults",NA
"1000",1000,"3","male","Desconeguda","sol",8.7125,"baix",26,"Mr","S","adults",NA
"1001",1001,"2","male","F","sol",13,"mig",18,"Mr","S","adolescents",NA
"1002",1002,"2","male","Desconeguda","sol",15.0458,"mig",41,"Mr","C","adults",NA
"1003",1003,"3","female","Desconeguda","sol",7.7792,"baix",22,"Miss","Q","adults",NA
"1004",1004,"1","female","A","sol",31.6792,"alt",36,"Miss","C","adults",NA
"1005",1005,"3","female","Desconeguda","sol",7.2833,"baix",18,"Miss","Q","adolescents",NA
"1006",1006,"1","female","C","petita",110.8896,"alt",63,"Mrs","S","ancians",NA
"1007",1007,"3","male","Desconeguda","petita",7.2271,"baix",18,"Mr","C","adolescents",NA
"1008",1008,"3","male","Desconeguda","sol",6.4375,"baix",26,"Mr","C","adults",NA
"1009",1009,"3","female","G","petita",5.56666666666667,"baix",1,"Miss","S","nens",NA
"1010",1010,"1","male","C","sol",75.2417,"alt",36,"Mr","C","adults",NA
"1011",1011,"2","female","Desconeguda","petita",13,"mig",29,"Mrs","S","adults",NA
"1012",1012,"2","female","Desconeguda","sol",15.75,"mig",12,"Miss","S","adolescents",NA
"1013",1013,"3","male","Desconeguda","petita",3.875,"baix",26,"Mr","Q","adults",NA
"1014",1014,"1","female","C","petita",28.875,"alt",35,"Mrs","C","adults",NA
"1015",1015,"3","male","Desconeguda","sol",7.25,"baix",28,"Mr","S","adults",NA
"1016",1016,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults",NA
"1017",1017,"3","female","Desconeguda","petita",8.05,"baix",17,"Miss","S","adolescents",NA
"1018",1018,"3","male","Desconeguda","sol",7.7958,"baix",22,"Mr","S","adults",NA
"1019",1019,"3","female","Desconeguda","petita",7.75,"baix",22,"Miss","Q","adults",NA
"1020",1020,"2","male","Desconeguda","sol",13,"mig",42,"Mr","S","adults",NA
"1021",1021,"3","male","Desconeguda","sol",8.05,"baix",24,"Mr","S","adults",NA
"1022",1022,"3","male","Desconeguda","sol",8.05,"baix",32,"Mr","S","adults",NA
"1023",1023,"1","male","C","sol",28.5,"alt",53,"noble","C","adults",NA
"1024",1024,"3","female","Desconeguda","moderada",5.09334,"baix",17,"Mrs","S","adolescents",NA
"1025",1025,"3","male","Desconeguda","petita",3.21875,"baix",26,"Mr","C","adults",NA
"1026",1026,"3","male","Desconeguda","sol",7.8958,"baix",43,"Mr","S","adults",NA
"1027",1027,"3","male","Desconeguda","sol",7.8542,"baix",24,"Mr","S","adults",NA
"1028",1028,"3","male","Desconeguda","sol",7.225,"baix",26,"Mr","C","adults",NA
"1029",1029,"2","male","Desconeguda","sol",13,"mig",26,"Mr","S","adults",NA
"1030",1030,"3","female","Desconeguda","sol",8.05,"baix",23,"Miss","S","adults",NA
"1031",1031,"3","male","Desconeguda","gran",5.8625,"baix",40,"Mr","S","adults",NA
"1032",1032,"3","female","Desconeguda","gran",5.8625,"baix",10,"Miss","S","nens",NA
"1033",1033,"1","female","Desconeguda","sol",151.55,"alt",33,"Miss","S","adults",NA
"1034",1034,"1","male","B","moderada",52.475,"alt",61,"Mr","C","ancians",NA
"1035",1035,"2","male","Desconeguda","sol",26,"alt",28,"Mr","S","adults",NA
"1036",1036,"1","male","Desconeguda","sol",26.55,"alt",42,"Mr","S","adults",NA
"1037",1037,"3","male","Desconeguda","petita",4.5,"baix",31,"Mr","S","adults",NA
"1038",1038,"1","male","E","sol",51.8625,"alt",42,"Mr","S","adults",NA
"1039",1039,"3","male","Desconeguda","sol",8.05,"baix",22,"Mr","S","adults",NA
"1040",1040,"1","male","Desconeguda","sol",26.55,"alt",42,"Mr","S","adults",NA
"1041",1041,"2","male","Desconeguda","petita",8.66666666666667,"baix",30,"noble","S","adults",NA
"1042",1042,"1","female","C","petita",41.57915,"alt",23,"Mrs","C","adults",NA
"1043",1043,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","C","adults",NA
"1044",1044,"3","male","Desconeguda","sol",9.09670721868365,"mig",60,"Mr","S","ancians",NA
"1045",1045,"3","female","Desconeguda","petita",4.0611,"baix",36,"Mrs","S","adults",NA
"1046",1046,"3","male","Desconeguda","gran",4.48392857142857,"baix",13,"Master","S","adolescents",NA
"1047",1047,"3","male","Desconeguda","sol",7.55,"baix",24,"Mr","S","adults",NA
"1048",1048,"1","female","C","sol",221.7792,"alt",29,"Miss","S","adults",NA
"1049",1049,"3","female","Desconeguda","sol",7.8542,"baix",23,"Miss","S","adults",NA
"1050",1050,"1","male","D","sol",26.55,"alt",42,"Mr","S","adults",NA
"1051",1051,"3","female","Desconeguda","petita",4.59166666666667,"baix",26,"Mrs","S","adults",NA
"1052",1052,"3","female","Desconeguda","sol",7.7333,"baix",22,"Miss","Q","adults",NA
"1053",1053,"3","male","Desconeguda","petita",5.08193333333333,"baix",7,"Master","C","nens",NA
"1054",1054,"2","female","Desconeguda","sol",13.5,"mig",26,"Miss","S","adults",NA
"1055",1055,"3","male","Desconeguda","sol",7,"baix",26,"Mr","S","adults",NA
"1056",1056,"2","male","Desconeguda","sol",13,"mig",41,"noble","S","adults",NA
"1057",1057,"3","female","Desconeguda","petita",7.34166666666667,"baix",26,"Mrs","S","adults",NA
"1058",1058,"1","male","B","sol",50.4958,"alt",48,"Mr","C","adults",NA
"1059",1059,"3","male","Desconeguda","moderada",6.875,"baix",18,"Mr","S","adolescents",NA
"1060",1060,"1","female","Desconeguda","sol",27.7208,"alt",35,"Mrs","C","adults",NA
"1061",1061,"3","female","Desconeguda","sol",8.9625,"baix",22,"Miss","S","adults",NA
"1062",1062,"3","male","Desconeguda","sol",7.55,"baix",26,"Mr","S","adults",NA
"1063",1063,"3","male","Desconeguda","sol",7.225,"baix",27,"Mr","C","adults",NA
"1064",1064,"3","male","Desconeguda","petita",6.95,"baix",23,"Mr","S","adults",NA
"1065",1065,"3","male","Desconeguda","sol",7.2292,"baix",26,"Mr","C","adults",NA
"1066",1066,"3","male","Desconeguda","gran",4.48392857142857,"baix",40,"Mr","S","adults",NA
"1067",1067,"2","female","Desconeguda","petita",13,"mig",15,"Miss","S","adolescents",NA
"1068",1068,"2","female","Desconeguda","sol",36.75,"alt",20,"Miss","S","adults",NA
"1069",1069,"1","male","C","petita",27.72085,"alt",54,"Mr","C","adults",NA
"1070",1070,"2","female","F","petita",9.75,"mig",36,"Mrs","S","adults",NA
"1071",1071,"1","female","E","petita",27.7194333333333,"alt",64,"Mrs","C","ancians",NA
"1072",1072,"2","male","Desconeguda","sol",13,"mig",30,"Mr","S","adults",NA
"1073",1073,"1","male","E","petita",27.7194333333333,"alt",37,"Mr","C","adults",NA
"1074",1074,"1","female","D","petita",26.55,"alt",18,"Mrs","S","adolescents",NA
"1075",1075,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults",NA
"1076",1076,"1","female","B","petita",82.5069333333333,"alt",27,"Mrs","C","adults",NA
"1077",1077,"2","male","Desconeguda","sol",16,"mig",40,"Mr","S","adults",NA
"1078",1078,"2","female","Desconeguda","petita",10.5,"mig",21,"Miss","S","adults",NA
"1079",1079,"3","male","Desconeguda","petita",2.68333333333333,"baix",17,"Mr","S","adolescents",NA
"1080",1080,"3","female","Desconeguda","gran",6.32272727272727,"baix",17,"Miss","S","adolescents",NA
"1081",1081,"2","male","Desconeguda","sol",13,"mig",40,"Mr","S","adults",NA
"1082",1082,"2","male","Desconeguda","petita",13,"mig",34,"Mr","S","adults",NA
"1083",1083,"1","male","Desconeguda","sol",26,"alt",42,"Mr","S","adults",NA
"1084",1084,"3","male","Desconeguda","petita",4.83333333333333,"baix",11,"Master","S","adolescents",NA
"1085",1085,"2","male","Desconeguda","sol",12.35,"mig",61,"Mr","Q","ancians",NA
"1086",1086,"2","male","Desconeguda","petita",10.8333333333333,"mig",8,"Master","S","nens",NA
"1087",1087,"3","male","Desconeguda","sol",7.8542,"baix",33,"Mr","S","adults",NA
"1088",1088,"1","male","E","petita",44.8333333333333,"alt",6,"Master","C","nens",NA
"1089",1089,"3","female","Desconeguda","sol",7.775,"baix",18,"Miss","S","adolescents",NA
"1090",1090,"2","male","Desconeguda","sol",10.5,"mig",23,"Mr","S","adults",NA
"1091",1091,"3","female","Desconeguda","sol",8.1125,"baix",22,"Mrs","S","adults",NA
"1092",1092,"3","female","Desconeguda","sol",15.5,"mig",22,"Miss","Q","adults",NA
"1093",1093,"3","male","Desconeguda","petita",4.8,"baix",0,"Master","S","nens",NA
"1094",1094,"1","male","C","petita",113.7625,"alt",47,"noble","C","adults",NA
"1095",1095,"2","female","Desconeguda","petita",8.66666666666667,"baix",8,"Miss","S","nens",NA
"1096",1096,"2","male","Desconeguda","sol",10.5,"mig",25,"Mr","S","adults",NA
"1097",1097,"1","male","Desconeguda","sol",25.7417,"alt",42,"Mr","C","adults",NA
"1098",1098,"3","female","Desconeguda","sol",7.75,"baix",35,"Miss","Q","adults",NA
"1099",1099,"2","male","Desconeguda","sol",10.5,"mig",24,"Mr","S","adults",NA
"1100",1100,"1","female","A","sol",27.7208,"alt",33,"Miss","C","adults",NA
"1101",1101,"3","male","Desconeguda","sol",7.8958,"baix",25,"Mr","S","adults",NA
"1102",1102,"3","male","Desconeguda","sol",22.525,"alt",32,"Mr","S","adults",NA
"1103",1103,"3","male","Desconeguda","sol",7.05,"baix",26,"Mr","S","adults",NA
"1104",1104,"2","male","Desconeguda","sol",73.5,"alt",17,"Mr","S","adolescents",NA
"1105",1105,"2","female","Desconeguda","petita",13,"mig",60,"Mrs","S","ancians",NA
"1106",1106,"3","female","Desconeguda","gran",1.11071428571429,"baix",38,"Miss","S","adults",NA
"1107",1107,"1","male","B","sol",42.5,"alt",42,"Mr","S","adults",NA
"1108",1108,"3","female","Desconeguda","sol",7.8792,"baix",22,"Miss","Q","adults",NA
"1109",1109,"1","male","Desconeguda","petita",54.9555666666667,"alt",57,"Mr","S","ancians",NA
"1110",1110,"1","female","C","petita",70.5,"alt",50,"Mrs","C","adults",NA
"1111",1111,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults",NA
"1112",1112,"2","female","Desconeguda","petita",6.92915,"baix",30,"Miss","C","adults",NA
"1113",1113,"3","male","Desconeguda","sol",8.05,"baix",21,"Mr","S","adults",NA
"1114",1114,"2","female","F","sol",10.5,"mig",22,"Mrs","S","adults",NA
"1115",1115,"3","male","Desconeguda","sol",7.7958,"baix",21,"Mr","S","adults",NA
"1116",1116,"1","female","Desconeguda","sol",27.4458,"alt",53,"Mrs","C","adults",NA
"1117",1117,"3","female","Desconeguda","petita",5.08193333333333,"baix",17,"Mrs","C","adolescents",NA
"1118",1118,"3","male","Desconeguda","sol",7.7958,"baix",23,"Mr","S","adults",NA
"1119",1119,"3","female","Desconeguda","sol",7.75,"baix",22,"Miss","Q","adults",NA
"1120",1120,"3","male","Desconeguda","sol",15.1,"mig",40,"Mr","S","adults",NA
"1121",1121,"2","male","Desconeguda","sol",13,"mig",36,"Mr","S","adults",NA
"1122",1122,"2","male","Desconeguda","sol",65,"alt",14,"Mr","S","adolescents",NA
"1123",1123,"1","female","Desconeguda","sol",26.55,"alt",21,"Miss","S","adults",NA
"1124",1124,"3","male","Desconeguda","petita",3.2479,"baix",21,"Mr","S","adults",NA
"1125",1125,"3","male","Desconeguda","sol",7.8792,"baix",26,"Mr","Q","adults",NA
"1126",1126,"1","male","C","petita",35.64165,"alt",39,"Mr","C","adults",NA
"1127",1127,"3","male","Desconeguda","sol",7.8542,"baix",20,"Mr","S","adults",NA
"1128",1128,"1","male","D","petita",37.625,"alt",64,"Mr","C","ancians",NA
"1129",1129,"3","male","Desconeguda","sol",7.225,"baix",20,"Mr","C","adults",NA
"1130",1130,"2","female","Desconeguda","petita",4.33333333333333,"baix",18,"Miss","S","adolescents",NA
"1131",1131,"1","female","C","petita",53.2125,"alt",48,"Mrs","C","adults",NA
"1132",1132,"1","female","Desconeguda","sol",27.7208,"alt",55,"Mrs","C","adults",NA
"1133",1133,"2","female","Desconeguda","petita",10,"mig",45,"Mrs","S","adults",NA
"1134",1134,"1","male","E","petita",44.8333333333333,"alt",45,"Mr","C","adults",NA
"1135",1135,"3","male","Desconeguda","sol",7.8875,"baix",26,"Mr","S","adults",NA
"1136",1136,"3","male","Desconeguda","petita",5.8625,"baix",10.5,"Master","S","adolescents",NA
"1137",1137,"1","male","D","petita",25.93125,"alt",41,"Mr","S","adults",NA
"1138",1138,"2","female","Desconeguda","sol",21,"alt",22,"Mrs","S","adults",NA
"1139",1139,"2","male","Desconeguda","petita",10.8333333333333,"mig",42,"Mr","S","adults",NA
"1140",1140,"2","female","Desconeguda","petita",13,"mig",29,"Mrs","S","adults",NA
"1141",1141,"3","female","Desconeguda","petita",7.2271,"baix",22,"Mrs","C","adults",NA
"1142",1142,"2","female","Desconeguda","petita",6.9375,"baix",0,"Miss","S","nens",NA
"1143",1143,"3","male","Desconeguda","sol",7.925,"baix",20,"Mr","S","adults",NA
"1144",1144,"1","male","C","petita",68.3896,"alt",27,"Mr","C","adults",NA
"1145",1145,"3","male","Desconeguda","sol",9.325,"mig",24,"Mr","S","adults",NA
"1146",1146,"3","male","Desconeguda","sol",9.5,"mig",32,"Mr","S","adults",NA
"1147",1147,"3","male","Desconeguda","sol",7.55,"baix",26,"Mr","S","adults",NA
"1148",1148,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults",NA
"1149",1149,"3","male","Desconeguda","sol",8.05,"baix",28,"Mr","S","adults",NA
"1150",1150,"2","female","Desconeguda","sol",13,"mig",19,"Miss","S","adults",NA
"1151",1151,"3","male","Desconeguda","sol",7.775,"baix",21,"Mr","S","adults",NA
"1152",1152,"3","male","Desconeguda","petita",8.7,"baix",36,"Mr","S","adults",NA
"1153",1153,"3","male","Desconeguda","sol",7.8542,"baix",21,"Mr","S","adults",NA
"1154",1154,"2","female","Desconeguda","petita",7.66666666666667,"baix",29,"Mrs","S","adults",NA
"1155",1155,"3","female","Desconeguda","petita",4.0611,"baix",1,"Miss","S","nens",NA
"1156",1156,"2","male","Desconeguda","sol",12.7375,"mig",30,"Mr","C","adults",NA
"1157",1157,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults",NA
"1158",1158,"1","male","Desconeguda","sol",0,"baix",42,"Mr","S","adults",NA
"1159",1159,"3","male","Desconeguda","sol",7.55,"baix",26,"Mr","S","adults",NA
"1160",1160,"3","female","Desconeguda","sol",8.05,"baix",22,"Miss","S","adults",NA
"1161",1161,"3","male","Desconeguda","sol",8.6625,"baix",17,"Mr","S","adolescents",NA
"1162",1162,"1","male","C","sol",75.2417,"alt",46,"Mr","C","adults",NA
"1163",1163,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults",NA
"1164",1164,"1","female","C","petita",68.3896,"alt",26,"Mrs","C","adults",NA
"1165",1165,"3","female","Desconeguda","petita",7.75,"baix",22,"Miss","Q","adults",NA
"1166",1166,"3","male","Desconeguda","sol",7.225,"baix",26,"Mr","C","adults",NA
"1167",1167,"2","female","Desconeguda","petita",13,"mig",20,"Miss","S","adults",NA
"1168",1168,"2","male","Desconeguda","sol",10.5,"mig",28,"Mr","S","adults",NA
"1169",1169,"2","male","Desconeguda","petita",13,"mig",40,"Mr","S","adults",NA
"1170",1170,"2","male","Desconeguda","petita",10.5,"mig",30,"Mr","S","adults",NA
"1171",1171,"2","male","Desconeguda","sol",10.5,"mig",22,"Mr","S","adults",NA
"1172",1172,"3","female","Desconeguda","sol",8.6625,"baix",23,"Miss","S","adults",NA
"1173",1173,"3","male","Desconeguda","petita",4.59166666666667,"baix",0,"Master","S","nens",NA
"1174",1174,"3","female","Desconeguda","sol",7.75,"baix",22,"Miss","Q","adults",NA
"1175",1175,"3","female","Desconeguda","petita",5.08193333333333,"baix",9,"Miss","C","nens",NA
"1176",1176,"3","female","Desconeguda","petita",6.7375,"baix",2,"Miss","S","nens",NA
"1177",1177,"3","male","Desconeguda","sol",7.25,"baix",36,"Mr","S","adults",NA
"1178",1178,"3","male","Desconeguda","sol",7.25,"baix",26,"Mr","S","adults",NA
"1179",1179,"1","male","B","petita",41.13335,"alt",24,"Mr","S","adults",NA
"1180",1180,"3","male","F","sol",7.2292,"baix",26,"Mr","C","adults",NA
"1181",1181,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults",NA
"1182",1182,"1","male","Desconeguda","sol",39.6,"alt",42,"Mr","S","adults",NA
"1183",1183,"3","female","Desconeguda","sol",6.95,"baix",30,"Miss","Q","adults",NA
"1184",1184,"3","male","Desconeguda","sol",7.2292,"baix",26,"Mr","C","adults",NA
"1185",1185,"1","male","A","petita",27.2861,"alt",53,"noble","S","adults",NA
"1186",1186,"3","male","Desconeguda","sol",9.5,"mig",36,"Mr","S","adults",NA
"1187",1187,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults",NA
"1188",1188,"2","female","Desconeguda","petita",10.3948,"mig",1,"Miss","C","nens",NA
"1189",1189,"3","male","Desconeguda","petita",7.2264,"baix",26,"Mr","C","adults",NA
"1190",1190,"1","male","Desconeguda","sol",45.5,"alt",30,"Mr","S","adults",NA
"1191",1191,"3","male","Desconeguda","sol",7.8542,"baix",29,"Mr","S","adults",NA
"1192",1192,"3","male","Desconeguda","sol",7.775,"baix",32,"Mr","S","adults",NA
"1193",1193,"2","male","D","sol",15.0458,"mig",30,"Mr","C","adults",NA
"1194",1194,"2","male","Desconeguda","petita",10.5,"mig",43,"Mr","S","adults",NA
"1195",1195,"3","male","Desconeguda","sol",8.6625,"baix",24,"Mr","S","adults",NA
"1196",1196,"3","female","Desconeguda","sol",7.75,"baix",22,"Miss","Q","adults",NA
"1197",1197,"1","female","B","petita",8.85,"baix",64,"Mrs","S","ancians",NA
"1198",1198,"1","male","C","petita",37.8875,"alt",30,"Mr","S","adults",NA
"1199",1199,"3","male","Desconeguda","petita",4.675,"baix",0,"Master","S","nens",NA
"1200",1200,"1","male","B","petita",31.1666666666667,"alt",55,"Mr","S","adults",NA
"1201",1201,"3","female","Desconeguda","petita",7.05415,"baix",45,"Mrs","S","adults",NA
"1202",1202,"3","male","Desconeguda","sol",8.6625,"baix",18,"Mr","S","adolescents",NA
"1203",1203,"3","male","Desconeguda","sol",7.225,"baix",22,"Mr","C","adults",NA
"1204",1204,"3","male","Desconeguda","sol",7.575,"baix",26,"Mr","S","adults",NA
"1205",1205,"3","female","Desconeguda","sol",7.75,"baix",37,"Miss","Q","adults",NA
"1206",1206,"1","female","C","sol",135.6333,"alt",55,"Mrs","C","adults",NA
"1207",1207,"3","female","Desconeguda","sol",7.7333,"baix",17,"Miss","Q","adolescents",NA
"1208",1208,"1","male","B","petita",73.2604,"alt",57,"Mr","C","ancians",NA
"1209",1209,"2","male","Desconeguda","sol",10.5,"mig",19,"Mr","S","adults",NA
"1210",1210,"3","male","Desconeguda","sol",7.8542,"baix",27,"Mr","S","adults",NA
"1211",1211,"2","male","Desconeguda","petita",10.5,"mig",22,"Mr","S","adults",NA
"1212",1212,"3","male","Desconeguda","sol",7.775,"baix",26,"Mr","S","adults",NA
"1213",1213,"3","male","F","sol",7.2292,"baix",25,"Mr","C","adults",NA
"1214",1214,"2","male","F","sol",13,"mig",26,"Mr","S","adults",NA
"1215",1215,"1","male","Desconeguda","sol",26.55,"alt",33,"Mr","S","adults",NA
"1216",1216,"1","female","Desconeguda","sol",211.3375,"alt",39,"Miss","S","adults",NA
"1217",1217,"3","male","Desconeguda","sol",7.05,"baix",23,"Mr","S","adults",NA
"1218",1218,"2","female","F","petita",9.75,"mig",12,"Miss","S","adolescents",NA
"1219",1219,"1","male","Desconeguda","sol",79.2,"alt",46,"Mr","C","adults",NA
"1220",1220,"2","male","Desconeguda","petita",13,"mig",29,"Mr","S","adults",NA
"1221",1221,"2","male","Desconeguda","sol",13,"mig",21,"Mr","S","adults",NA
"1222",1222,"2","female","Desconeguda","petita",12.25,"mig",48,"Mrs","S","adults",NA
"1223",1223,"1","male","A","sol",29.7,"alt",39,"Mr","C","adults",NA
"1224",1224,"3","male","Desconeguda","sol",7.225,"baix",26,"Mr","C","adults",NA
"1225",1225,"3","female","Desconeguda","petita",5.24723333333333,"baix",19,"Mrs","C","adults",NA
"1226",1226,"3","male","Desconeguda","sol",7.8958,"baix",27,"Mr","S","adults",NA
"1227",1227,"1","male","C","sol",26,"alt",30,"Mr","S","adults",NA
"1228",1228,"2","male","Desconeguda","sol",13,"mig",32,"Mr","S","adults",NA
"1229",1229,"3","male","Desconeguda","petita",2.40973333333333,"baix",39,"Mr","C","adults",NA
"1230",1230,"2","male","Desconeguda","sol",31.5,"alt",25,"Mr","S","adults",NA
"1231",1231,"3","male","Desconeguda","sol",7.2292,"baix",26,"Master","C","adults",NA
"1232",1232,"2","male","Desconeguda","sol",10.5,"mig",18,"Mr","S","adolescents",NA
"1233",1233,"3","male","Desconeguda","sol",7.5792,"baix",32,"Mr","S","adults",NA
"1234",1234,"3","male","Desconeguda","gran",6.32272727272727,"baix",10.5,"Mr","S","adolescents",NA
"1235",1235,"1","female","B","petita",256.1646,"alt",58,"Mrs","C","ancians",NA
"1236",1236,"3","male","Desconeguda","petita",4.83333333333333,"baix",10.5,"Master","S","adolescents",NA
"1237",1237,"3","female","Desconeguda","sol",7.65,"baix",16,"Miss","S","adolescents",NA
"1238",1238,"2","male","Desconeguda","sol",13,"mig",26,"Mr","S","adults",NA
"1239",1239,"3","female","Desconeguda","sol",7.2292,"baix",38,"Mrs","C","adults",NA
"1240",1240,"2","male","Desconeguda","sol",13.5,"mig",24,"Mr","S","adults",NA
"1241",1241,"2","female","Desconeguda","sol",21,"alt",31,"Miss","S","adults",NA
"1242",1242,"1","female","D","petita",31.67915,"alt",45,"Mrs","C","adults",NA
"1243",1243,"2","male","Desconeguda","sol",10.5,"mig",25,"Mr","S","adults",NA
"1244",1244,"2","male","Desconeguda","sol",73.5,"alt",18,"Mr","S","adolescents",NA
"1245",1245,"2","male","Desconeguda","petita",16.25,"mig",49,"Mr","S","adults",NA
"1246",1246,"3","female","Desconeguda","petita",5.14375,"baix",0,"Miss","S","nens",NA
"1247",1247,"1","male","E","sol",26,"alt",50,"Mr","S","adults",NA
"1248",1248,"1","female","C","petita",17.1597333333333,"mig",59,"Mrs","S","ancians",NA
"1249",1249,"3","male","Desconeguda","sol",7.8792,"baix",26,"Mr","S","adults",NA
"1250",1250,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults",NA
"1251",1251,"3","female","Desconeguda","petita",7.775,"baix",30,"Mrs","S","adults",NA
"1252",1252,"3","male","Desconeguda","gran",6.32272727272727,"baix",14,"Master","S","adolescents",NA
"1253",1253,"2","female","Desconeguda","petita",12.3347333333333,"mig",24,"Mrs","C","adults",NA
"1254",1254,"2","female","Desconeguda","sol",21,"alt",31,"Mrs","S","adults",NA
"1255",1255,"3","male","Desconeguda","sol",8.6625,"baix",27,"Mr","S","adults",NA
"1256",1256,"1","female","E","petita",27.72085,"alt",25,"Mrs","C","adults",NA
"1257",1257,"3","female","Desconeguda","gran",6.32272727272727,"baix",17,"Mrs","S","adolescents",NA
"1258",1258,"3","male","Desconeguda","petita",7.22915,"baix",26,"Mr","C","adults",NA
"1259",1259,"3","female","Desconeguda","sol",39.6875,"alt",22,"Miss","S","adults",NA
"1260",1260,"1","female","Desconeguda","petita",29.7,"alt",45,"Mrs","C","adults",NA
"1261",1261,"2","male","Desconeguda","sol",13.8583,"mig",29,"Mr","C","adults",NA
"1262",1262,"2","male","Desconeguda","petita",5.75,"baix",21,"Mr","S","adults",NA
"1263",1263,"1","female","E","sol",134.5,"alt",31,"Miss","C","adults",NA
"1264",1264,"1","male","B","sol",0,"baix",49,"Mr","S","adults",NA
"1265",1265,"2","male","Desconeguda","sol",13,"mig",44,"Mr","S","adults",NA
"1266",1266,"1","female","A","petita",27.2861,"alt",54,"Mrs","S","adults",NA
"1267",1267,"1","female","Desconeguda","sol",262.375,"alt",45,"Miss","C","adults",NA
"1268",1268,"3","female","Desconeguda","petita",2.8875,"baix",22,"Miss","S","adults",NA
"1269",1269,"2","male","Desconeguda","sol",11.5,"mig",21,"Mr","S","adults",NA
"1270",1270,"1","male","C","sol",50,"alt",55,"Mr","S","adults",NA
"1271",1271,"3","male","Desconeguda","gran",4.48392857142857,"baix",5,"Master","S","nens",NA
"1272",1272,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults",NA
"1273",1273,"3","male","Desconeguda","sol",7.8792,"baix",26,"Mr","Q","adults",NA
"1274",1274,"3","female","Desconeguda","sol",14.5,"mig",22,"Mrs","S","adults",NA
"1275",1275,"3","female","Desconeguda","petita",8.05,"baix",19,"Mrs","S","adults",NA
"1276",1276,"2","male","Desconeguda","sol",12.875,"mig",30,"Mr","S","adults",NA
"1277",1277,"2","female","Desconeguda","petita",16.25,"mig",24,"Miss","S","adults",NA
"1278",1278,"3","male","Desconeguda","sol",7.775,"baix",24,"Mr","S","adults",NA
"1279",1279,"2","male","Desconeguda","sol",13,"mig",57,"Mr","S","ancians",NA
"1280",1280,"3","male","Desconeguda","sol",7.75,"baix",21,"Mr","Q","adults",NA
"1281",1281,"3","male","Desconeguda","moderada",4.215,"baix",6,"Master","S","nens",NA
"1282",1282,"1","male","B","sol",93.5,"alt",23,"Mr","S","adults",NA
"1283",1283,"1","female","D","petita",19.7,"alt",51,"Mrs","S","adults",NA
"1284",1284,"3","male","Desconeguda","petita",6.75,"baix",13,"Master","S","adolescents",NA
